Sl,Review date,Review URL,Author name,Auther_Len,Author URL,Local Guide,Author reviews,Star rating,Rating Diff,Review content,Review image
782,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNHLXJESmx3RRAB!2m1!1s0x0,Manas Yadav,11,https://www.google.com/maps/contrib/102597458759121177957/reviews,FALSE,6,5,0,Good Shop Good Product,
783,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURhbVBiei1nRRAB!2m1!1s0x0,Mauli Dhage,11,https://www.google.com/maps/contrib/109834506442751769438/reviews,TRUE,14,5,0,Your name is Jethalal.,
784,15-07-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQ3aDR6X2ZREAE!2m1!1s0x0,Md Rashid R,11,https://www.google.com/maps/contrib/102357831746166402177/reviews,FALSE,1,5,0,Good Shop Good Product,
785,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURXdXNXV2d3RRAB!2m1!1s0x0,Mona Parmar,11,https://www.google.com/maps/contrib/101633677029094445994/reviews,FALSE,1,5,0,Good Shop Good Product,
786,15-04-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUN4bXB2bG9nRRAB!2m1!1s0x0,Monu Prasad,11,https://www.google.com/maps/contrib/109885956102978786402/reviews,TRUE,22,4,1,Good Shop Good Product,
787,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNXdTliSEZREAE!2m1!1s0x0,Nahid Fakih,11,https://www.google.com/maps/contrib/115172800563191335966/reviews,TRUE,9,4,1,Good Shop Good Product,
788,15-12-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tsUlowbFBSSEpHYUZadlgyZFlaRmQzYlRoMlMzYxAB!2m1!1s0x0,Naksh Patel,11,https://www.google.com/maps/contrib/115071255587810013803/reviews,FALSE,1,5,0,Good Shop Good Product,
789,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQyNGNHendnRRAB!2m1!1s0x0,Nisha Singh,11,https://www.google.com/maps/contrib/111242355091594153768/reviews,FALSE,2,5,0,Good Shop Good Product,
790,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VON2FtcW5uMTZlZHVBRRAB!2m1!1s0x0,Niyant Sapa,11,https://www.google.com/maps/contrib/102054843844303512474/reviews,TRUE,10,5,0,Good Shop Good Product,
791,15-11-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURpM3I2aWFREAE!2m1!1s0x0,Priya Malik,11,https://www.google.com/maps/contrib/108624742696656967472/reviews,TRUE,1,5,0,Good Shop Good Product,
792,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xoRlVVcFhNbXRqYjFaTWRYZHNWbFpsUVUxQk5YYxAB!2m1!1s0x0,Priya Rocks,11,https://www.google.com/maps/contrib/108373470978601972565/reviews,FALSE,1,5,0,Good Shop Good Product,
793,15-03-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VNaUUyN2o3b2QzalhBEAE!2m1!1s0x0,Ronak Patel,11,https://www.google.com/maps/contrib/109524780088712754924/reviews,FALSE,58,5,0,Good Shop Good Product,
794,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21wU05XRjNVekZ1YjFvMmJsZE1TMDVrV1RKc2VYYxAB!2m1!1s0x0,Sanny Hirve,11,https://www.google.com/maps/contrib/100272756621742793794/reviews,FALSE,2,5,0,Good Shop Good Product,
795,15-11-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQ2dHRXQWpRRRAB!2m1!1s0x0,Shiv Shakti,11,https://www.google.com/maps/contrib/101377782875583545701/reviews,TRUE,2,5,0,Good Shop Good Product,
796,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2sxRmJITm1aMEpRWTBSMk9IRTRaSFZFUnpOVmRXYxAB!2m1!1s0x0,Shripad Oak,11,https://www.google.com/maps/contrib/108506041026059139059/reviews,FALSE,1,5,0,Good Shop Good Product,
797,15-04-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJanctdmJ2d01mQzh3RRAB!2m1!1s0x0,Simran Kaur,11,https://www.google.com/maps/contrib/108693049687474289772/reviews,FALSE,1,5,0,Good Shop Good Product,
798,15-04-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNUcGRtSnlRRRAB!2m1!1s0x0,Sofiul Alam,11,https://www.google.com/maps/contrib/108550842597318434763/reviews,FALSE,1,5,0,Good Shop Good Product,
799,15-07-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURPdWNiRHhnRRAB!2m1!1s0x0,Sonu Kharwa,11,https://www.google.com/maps/contrib/118098729168349947459/reviews,TRUE,17,5,0,Good Shop Good Product,
800,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURhaExtSXVBRRAB!2m1!1s0x0,Sujal Singh,11,https://www.google.com/maps/contrib/106033160659595082537/reviews,FALSE,4,5,0,Good Shop Good Product,
801,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pNMVZuZEJUMFJHWDFWaE9FWkJWSEJITnpGc1ozYxAB!2m1!1s0x0,Sunita Devi,11,https://www.google.com/maps/contrib/116545086849345874704/reviews,FALSE,1,5,0,Good Shop Good Product,
802,15-07-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNIdTZMM3FnRRAB!2m1!1s0x0,Tanvi Patel,11,https://www.google.com/maps/contrib/107101109633789974169/reviews,TRUE,9,5,0,Good Shop Good Product,
803,15-03-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURoeDgtc0tREAE!2m1!1s0x0,Tarun Kumar,11,https://www.google.com/maps/contrib/108572502820626174476/reviews,TRUE,4,5,0,Good Shop Good Product,
804,15-05-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxZ3RqVEhnEAE!2m1!1s0x0,Varun Goyal,11,https://www.google.com/maps/contrib/111800841937228887648/reviews,FALSE,1,5,0,Good Shop Good Product,
805,15-02-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURCcmZlWWZBEAE!2m1!1s0x0,Yash Narang,11,https://www.google.com/maps/contrib/116194088852151121308/reviews,TRUE,1,5,0,Good Shop Good Product,
806,15-10-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tKSVVrZzNWVUZoYUVOS01DMHRiVzlHVTBkbVJWRRAB!2m1!1s0x0,Abhay Gond,10,https://www.google.com/maps/contrib/112001281351097783021/reviews,FALSE,1,5,0,Good Shop Good Product,
807,15-07-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURPMHFPY3hBRRAB!2m1!1s0x0,Adnan Khan,10,https://www.google.com/maps/contrib/105076853802865130114/reviews,FALSE,1,5,0,Good Shop Good Product,
808,15-02-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNtOE11U2N3EAE!2m1!1s0x0,Afsar Khan,10,https://www.google.com/maps/contrib/103624563811085373347/reviews,FALSE,2,5,0,Good Shop Good Product,
809,15-04-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUN4OEtmSUNREAE!2m1!1s0x0,Akram Khan,10,https://www.google.com/maps/contrib/100976113529626987268/reviews,FALSE,2,5,0,Good Shop Good Product,
810,15-06-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURiNl9QQlVREAE!2m1!1s0x0,Anil Kumar,10,https://www.google.com/maps/contrib/106769425108366246713/reviews,FALSE,1,5,0,Good Shop Good Product,
811,15-02-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURtZ0pyU1VBEAE!2m1!1s0x0,Anuj Verma,10,https://www.google.com/maps/contrib/113493055203819657372/reviews,TRUE,8,5,0,Good Shop Good Product,
812,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQya3R6UGVBEAE!2m1!1s0x0,Arun Singh,10,https://www.google.com/maps/contrib/104651469348129315981/reviews,TRUE,18,5,0,Good Shop Good Product,
813,15-11-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZeElTRVBREAE!2m1!1s0x0,Ayush Soni,10,https://www.google.com/maps/contrib/107806993554105223120/reviews,TRUE,2,5,0,Good Shop Good Product,
814,15-02-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNtbmFTX1FREAE!2m1!1s0x0,Divy Gupta,10,https://www.google.com/maps/contrib/106283813392046940309/reviews,FALSE,1,5,0,Good Shop Good Product,
815,15-11-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZeElMQVd3EAE!2m1!1s0x0,Kaif Ahmed,10,https://www.google.com/maps/contrib/100765858866769401905/reviews,FALSE,1,5,0,Good Shop Good Product,
816,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURhaU1iNVhREAE!2m1!1s0x0,Manju Devi,10,https://www.google.com/maps/contrib/106749359145973634605/reviews,FALSE,1,5,0,Good Shop Good Product,
817,15-12-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMtdWFpRi1BRRAB!2m1!1s0x0,Mayur Kane,10,https://www.google.com/maps/contrib/116104096615426543910/reviews,FALSE,1,5,0,Good Shop Good Product,
818,15-10-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUM2cUo2MlV3EAE!2m1!1s0x0,Meet Ashar,10,https://www.google.com/maps/contrib/100044427254963055038/reviews,TRUE,24,5,0,Good Shop Good Product,
819,15-02-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNod2VXVy1nRRAB!2m1!1s0x0,Nirav Gada,10,https://www.google.com/maps/contrib/106306186442767999473/reviews,FALSE,3,5,0,Good Shop Good Product,
820,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhNHRHb3RBRRAB!2m1!1s0x0,Pranav Jha,10,https://www.google.com/maps/contrib/109870844236821737064/reviews,FALSE,8,5,0,Good Shop Good Product,
821,15-08-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURmaWZyZXZRRRAB!2m1!1s0x0,Raju Kumar,10,https://www.google.com/maps/contrib/106279169494136599230/reviews,TRUE,21,5,0,Good Shop Good Product,
822,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21OYVRFWjBaVTVQZDAxclltOUpRekJYVkRWbFkxRRAB!2m1!1s0x0,Rohit Jaga,10,https://www.google.com/maps/contrib/107717064488084378989/reviews,FALSE,1,5,0,Good Shop Good Product,
823,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VMNlRxcWphMEtLTG5BRRAB!2m1!1s0x0,Sai Survey,10,https://www.google.com/maps/contrib/102267313909875620810/reviews,FALSE,2,5,0,Good Shop Good Product,
824,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNHMFpXMUFREAE!2m1!1s0x0,Sajid Khan,10,https://www.google.com/maps/contrib/104654966775770209191/reviews,FALSE,5,5,0,Good Shop Good Product,
825,15-01-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUR0akxUZ1dnEAE!2m1!1s0x0,Salman Ali,10,https://www.google.com/maps/contrib/109968063376264351224/reviews,FALSE,1,5,0,Good Shop Good Product,
826,15-11-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURlOU4zZzBnRRAB!2m1!1s0x0,Shaik Azam,10,https://www.google.com/maps/contrib/101336400414809969344/reviews,FALSE,1,5,0,Good Shop Good Product,
827,15-10-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZLUtLMXFBRRAB!2m1!1s0x0,Shakti Mer,10,https://www.google.com/maps/contrib/111632290032403317259/reviews,FALSE,1,5,0,Good Shop Good Product,
828,15-08-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUN2N09xUHVBRRAB!2m1!1s0x0,Shashikala,10,https://www.google.com/maps/contrib/107081021083009980894/reviews,FALSE,1,5,0,Good Shop Good Product,
829,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNHMTQ3OWdRRRAB!2m1!1s0x0,Sikander G,10,https://www.google.com/maps/contrib/112296198750914171982/reviews,TRUE,5,5,0,Good Shop Good Product,
830,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VQV040TUx1MF9ETDh3RRAB!2m1!1s0x0,Abhish Sm,9,https://www.google.com/maps/contrib/109275949075578812458/reviews,TRUE,19,5,0,Good Shop Good Product,
831,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhajZqbHpRRRAB!2m1!1s0x0,Adit Naik,9,https://www.google.com/maps/contrib/102973829068785908705/reviews,FALSE,2,5,0,Good Shop Good Product,
832,15-05-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUR6Ny16VnFnRRAB!2m1!1s0x0,Ajit Kaur,9,https://www.google.com/maps/contrib/104918932970372533958/reviews,FALSE,1,5,0,Good Shop Good Product,
833,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT210QkxVVlJabmhUY1c0MlZrVmlPVE42V2pWeFEwRRAB!2m1!1s0x0,Amit Rana,9,https://www.google.com/maps/contrib/106430202410117299297/reviews,FALSE,4,5,0,Good Shop Good Product,
834,15-07-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNKejdQOUR3EAE!2m1!1s0x0,Dia Sheth,9,https://www.google.com/maps/contrib/102655316736316790118/reviews,FALSE,4,5,0,Good Shop Good Product,
835,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25BMGVXVm9aRzB3UzFOR1RrVnJNMGhwTVMxaGNYYxAB!2m1!1s0x0,Dilip Sen,9,https://www.google.com/maps/contrib/102440733193298868408/reviews,FALSE,1,5,0,Good Shop Good Product,
836,15-01-2026,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21GYWNXVm9TRUZwY2xCQk1YcE5NMlUyUm5SallXYxAB!2m1!1s0x0,Faiz Khan,9,https://www.google.com/maps/contrib/111800779372115811469/reviews,FALSE,1,5,0,Good Shop Good Product,
837,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhMTZxTjB3RRAB!2m1!1s0x0,Jigyanshu,9,https://www.google.com/maps/contrib/114201419362431040118/reviews,FALSE,1,5,0,Good Shop Good Product,
838,15-01-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNtOEl2V2lnRRAB!2m1!1s0x0,Jiya Vora,9,https://www.google.com/maps/contrib/104595837477076095740/reviews,FALSE,3,5,0,Good Shop Good Product,
839,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURXOEt1Y3pRRRAB!2m1!1s0x0,Karl Marx,9,https://www.google.com/maps/contrib/105062874302851764596/reviews,FALSE,6,5,0,Good Shop Good Product,
840,15-02-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNtbmNmZjVnRRAB!2m1!1s0x0,Kazi Rahi,9,https://www.google.com/maps/contrib/107717667284029432230/reviews,TRUE,14,5,0,Good Shop Good Product,
841,15-10-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUM2MkxfeDVnRRAB!2m1!1s0x0,Mahi Vora,9,https://www.google.com/maps/contrib/104805804936213966798/reviews,FALSE,8,5,0,Good Shop Good Product,
842,15-10-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25Zd1RrUnBURTVzY1ROVVRFc3pjREY2WW1weU1uYxAB!2m1!1s0x0,Mari Kaur,9,https://www.google.com/maps/contrib/102902307916137546539/reviews,FALSE,1,5,0,Good Shop Good Product,
843,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNhaDdDT3B3RRAB!2m1!1s0x0,Masum Rja,9,https://www.google.com/maps/contrib/108535506969819115333/reviews,FALSE,1,5,0,Good Shop Good Product,
844,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURxNmFYdzVBRRAB!2m1!1s0x0,Nem Singh,9,https://www.google.com/maps/contrib/117101829512423998804/reviews,FALSE,1,5,0,Good Shop Good Product,
845,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tKQmFXNWFhV1JGYlhsb1VHZEhabGhrTkUxTmFHYxAB!2m1!1s0x0,Omer Khan,9,https://www.google.com/maps/contrib/117365773127337991887/reviews,FALSE,1,5,0,Good Shop Good Product,
846,15-05-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQyZ19xNEZnEAE!2m1!1s0x0,Prema Ram,9,https://www.google.com/maps/contrib/116345526262603116846/reviews,TRUE,18,5,0,Good Shop Good Product,
847,15-08-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURwbmJPLVVBEAE!2m1!1s0x0,Ratan Jha,9,https://www.google.com/maps/contrib/103865663496224673077/reviews,FALSE,1,5,0,Good Shop Good Product,
848,15-08-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURwcE1pbXdBRRAB!2m1!1s0x0,Ritik Raj,9,https://www.google.com/maps/contrib/114051586579439903965/reviews,FALSE,3,5,0,Good Shop Good Product,
849,15-10-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURhdG9iMVBREAE!2m1!1s0x0,Saba Khan,9,https://www.google.com/maps/contrib/110653693909585309853/reviews,FALSE,1,5,0,Good Shop Good Product,
850,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNHc3V6YUR3EAE!2m1!1s0x0,Amit Das,8,https://www.google.com/maps/contrib/117006971524371435665/reviews,TRUE,12,5,0,Good Shop Good Product,
851,15-09-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTURnMHJMaVhnEAE!2m1!1s0x0,Ck Bagle,8,https://www.google.com/maps/contrib/116960225359633998586/reviews,TRUE,2,4,1,Good Shop Good Product,
852,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2toMldtVXlZWGx2U1RVNVpXVlVSbWR6T1RsdlUxRRAB!2m1!1s0x0,Himanshu,8,https://www.google.com/maps/contrib/109358431236719447834/reviews,FALSE,2,5,0,Good Shop Good Product,
853,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2sxRFdVNDBha3RmYmxGbFJIbFJibFUxZEdweGRVRRAB!2m1!1s0x0,Klown Zz,8,https://www.google.com/maps/contrib/113149437339608015804/reviews,FALSE,1,5,0,Good Shop Good Product,
854,15-08-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21Kdk9WSlRORkY0VUdsVFZuZE1NVkY2V0hOU1lrRRAB!2m1!1s0x0,Geetika,7,https://www.google.com/maps/contrib/112071349525154143511/reviews,FALSE,1,5,0,Good Shop Good Product,
855,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURxMWVDblJBEAE!2m1!1s0x0,Ram Ram,7,https://www.google.com/maps/contrib/112054477984835052459/reviews,TRUE,4,5,0,Good Shop Good Product,
856,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJZUpwZUxwNDkzTmRBEAE!2m1!1s0x0,Sar Ika,7,https://www.google.com/maps/contrib/116904177380078233165/reviews,FALSE,1,5,0,Good Shop Good Product,
857,15-09-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2psVFRWazRkM2RCYzBRNVMycFpOVkV5U0ZSaE0yYxAB!2m1!1s0x0,Vikas R,7,https://www.google.com/maps/contrib/101461177890297323511/reviews,TRUE,86,5,0,Good Shop Good Product,
858,15-05-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxeUxxNVJBEAE!2m1!1s0x0,Balaji,6,https://www.google.com/maps/contrib/118193952194442916663/reviews,FALSE,1,5,0,Good Shop Good Product,
859,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxN2V1WGZBEAE!2m1!1s0x0,Banana,6,https://www.google.com/maps/contrib/109600534763789363097/reviews,FALSE,2,5,0,Good Shop Good Product,
860,15-09-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2toalJXTklPVkYyWlZKcFJYQk5RbU5aVmpKMFpXYxAB!2m1!1s0x0,Sam Am,6,https://www.google.com/maps/contrib/102771339725638374968/reviews,FALSE,1,5,0,Good Shop Good Product,
861,15-10-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZLU9PWXhBRRAB!2m1!1s0x0,Simran,6,https://www.google.com/maps/contrib/105318323246622090244/reviews,FALSE,5,5,0,Good Shop Good Product,
862,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURhc0lfdEtnEAE!2m1!1s0x0,Smr1Ti,6,https://www.google.com/maps/contrib/113204116986304571403/reviews,FALSE,3,5,0,Good Shop Good Product,
863,15-10-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUM2czlhOU1REAE!2m1!1s0x0,Ankit,5,https://www.google.com/maps/contrib/100714935799567621463/reviews,FALSE,2,5,0,Good Shop Good Product,
864,15-11-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQ1MXZqZm9RRRAB!2m1!1s0x0,Venom,5,https://www.google.com/maps/contrib/110277905532751371950/reviews,FALSE,7,5,0,Good Shop Good Product,
865,15-08-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURwd0tYb2V3EAE!2m1!1s0x0,Deep,4,https://www.google.com/maps/contrib/117012402850652129868/reviews,TRUE,10,5,0,Good Shop Good Product,
866,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURhLUxHdkJREAE!2m1!1s0x0,Ank,3,https://www.google.com/maps/contrib/105250614205735285509/reviews,FALSE,1,5,0,Good Shop Good Product,
